time	V(n003)	V(n004)
4.908743749961105e-004	2.313361e-001	-2.712373e-002
4.913626562461105e-004	2.314627e-001	-2.582251e-002
4.923392187461104e-004	2.317267e-001	-2.312143e-002
4.933157812461103e-004	2.319992e-001	-2.035998e-002
4.942923437461102e-004	2.322802e-001	-1.753816e-002
4.952689062461100e-004	2.325696e-001	-1.465598e-002
4.962454687461099e-004	2.328675e-001	-1.171342e-002
4.972220312461098e-004	2.331739e-001	-8.710499e-003
4.981985937461097e-004	2.334888e-001	-5.647209e-003
4.996634374961096e-004	2.339666e-001	-1.057263e-003
5.000000000000000e-004	-1.#IND00e+000	-1.#IND00e+000
