time	V(n002)	V(n004)
4.586478125074715e-03	-5.164871e-01	-5.315278e-01
4.596243750074715e-03	-5.685295e-01	-5.813365e-01
4.611589732217571e-03	-6.464731e-01	-6.554640e-01
4.626935714360429e-03	-7.169779e-01	-7.221973e-01
4.642281696503285e-03	-7.800440e-01	-7.815365e-01
4.657627678646142e-03	-8.356713e-01	-8.334815e-01
4.672973660788999e-03	-8.838599e-01	-8.780324e-01
4.688319642931856e-03	-9.246098e-01	-9.151891e-01
4.703665625074713e-03	-9.579208e-01	-9.449517e-01
4.718314062574712e-03	-9.802473e-01	-9.644365e-01
4.732962500074712e-03	-9.942756e-01	-9.760345e-01
4.747610937574712e-03	-9.998873e-01	-9.796842e-01
4.762259375074711e-03	-9.970348e-01	-9.753698e-01
4.776907812574711e-03	-9.857422e-01	-9.631176e-01
4.791556250074711e-03	-9.661052e-01	-9.429981e-01
4.806204687574710e-03	-9.382898e-01	-9.151311e-01
4.820853125074710e-03	-9.025317e-01	-8.796935e-01
4.835501562574710e-03	-8.591335e-01	-8.369256e-01
4.850150000074709e-03	-8.084627e-01	-7.871352e-01
4.858520535788995e-03	-7.761475e-01	-7.554297e-01
4.866891071503281e-03	-7.419380e-01	-7.218705e-01
4.875261607217566e-03	-7.058341e-01	-6.864575e-01
4.883632142931852e-03	-6.678358e-01	-6.491907e-01
4.892002678646137e-03	-6.279431e-01	-6.100701e-01
4.900373214360423e-03	-5.861560e-01	-5.690958e-01
4.908743750074708e-03	-5.424745e-01	-5.262676e-01
4.913626562574708e-03	-5.164502e-01	-5.007458e-01
4.922694642931851e-03	-4.664185e-01	-4.516726e-01
4.931762723288993e-03	-4.152983e-01	-4.015327e-01
4.940830803646136e-03	-3.630896e-01	-3.503263e-01
4.949898884003279e-03	-3.097923e-01	-2.980531e-01
4.958966964360422e-03	-2.554066e-01	-2.447134e-01
4.968035044717564e-03	-1.999323e-01	-1.903070e-01
4.977103125074707e-03	-1.433696e-01	-1.348340e-01
4.996634375074706e-03	-2.114527e-02	-1.501445e-02
5.000000000000000e-03	-1.224647e-15	5.710043e-03
