time	V(emisor)	V(n002)
4.481148884003289e-03	1.802959e+00	1.184413e-01
4.488821875074717e-03	1.755455e+00	7.017650e-02
4.492309598289002e-03	1.733907e+00	4.827512e-02
4.495797321503289e-03	1.712367e+00	2.637684e-02
4.499285044717574e-03	1.690835e+00	4.481662e-03
4.502772767931860e-03	1.669311e+00	-1.741041e-02
4.506260491146145e-03	1.647794e+00	-3.929939e-02
4.509748214360431e-03	1.626286e+00	-6.118525e-02
4.513235937574717e-03	1.604785e+00	-8.306802e-02
4.520908928646145e-03	1.557443e+00	-1.312693e-01
4.528581919717573e-03	1.510696e+00	-1.788929e-01
4.536254910789001e-03	1.464544e+00	-2.259387e-01
4.543927901860431e-03	1.418987e+00	-2.724067e-01
4.551600892931859e-03	1.374025e+00	-3.182970e-01
4.559273884003287e-03	1.329657e+00	-3.636096e-01
4.566946875074715e-03	1.285885e+00	-4.083444e-01
4.580200223289001e-03	1.211981e+00	-4.839767e-01
4.593453571503286e-03	1.142545e+00	-5.551145e-01
4.606706919717572e-03	1.077577e+00	-6.217577e-01
4.619960267931857e-03	1.017078e+00	-6.839064e-01
4.633213616146143e-03	9.610465e-01	-7.415605e-01
4.646466964360428e-03	9.094832e-01	-7.947200e-01
4.659720312574714e-03	8.623881e-01	-8.433850e-01
